combo_concept_id	combo_label	umls_ids	mesh_ids	synonyms	provenance_urls
1.2.8.2.3.1.3	Transcranial_Magnetic_Stimulation	UMLS:C0436548		TMS	https://uts.nlm.nih.gov/uts/umls/concept/C0436548
1.2.8.2.3.1.3.1	Repetitive_Transcranial_Magnetic_Stimulation			rTMS	
1.2.8.2.3.2	Electrical_Therapy			N/A	
1.2.8.2.4	Anodyne_Therapy			N/A	
1.2.8.2.5	Bioacoustics_Therapy			N/A	
1.2.8.2.6	Cellubike			N/A	
1.2.8.2.7	Phototherapy	UMLS:C0031765		Light Therapy|Photophoresis|Photomedicine|Light Treatment	https://uts.nlm.nih.gov/uts/umls/concept/C0031765
1.2.8.2.7.1	Ultraviolet_Therapy	UMLS:C0041626		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0041626
1.2.8.2.7.1.1	Bath_Puva			N/A	
1.2.8.2.7.2	Photodynamic_Therapy			PDT Photo Therapy	
1.2.8.2.7.2.1	Ocular_Light_Therapy			N/A	
1.2.8.2.7.3	Balneophototherapy			N/A	
1.2.8.2.7.3.1	Dead_Sea_Climatotherapy			N/A	
1.2.8.2.7.4	Bright_Light_Therapy	UMLS:C5400760		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C5400760
1.2.8.2.7.5	Light_Emitting_Diode_Phototherapy	UMLS:C1881345		LED Phototherapy|Light-Emitting Diode Therapy|LED therapy	https://uts.nlm.nih.gov/uts/umls/concept/C1881345
1.2.8.2.7.6	Fiber_Optic_Phototherapy			N/A	
1.2.8.2.7.7	Nontargeted_Light_Therapy			N/A	
1.2.8.2.7.8	Targeted_Light_Therapy			N/A	
1.2.8.2.7.9	Acu_Light_Therapy			N/A	
1.2.8.2.7.10	Esogetic_Colorpuncture			N/A	
1.2.8.2.7.11	Reprocessing_Light_Therapy			N/A	
1.2.8.2.7.12	Low_Level_Laser_Therapy	UMLS:C0279027		Cold Laser Therapy	https://uts.nlm.nih.gov/uts/umls/concept/C0279027
1.2.9	Speleotherapy	UMLS:C2350293	MESH:D055161	Speleotherapies	https://uts.nlm.nih.gov/uts/umls/concept/C2350293|http://purl.bioontology.org/ontology/MESH/D055161
1.2.10	Diffuse_Noxious_Inhibitory_Control	UMLS:C3178784	MESH:D059328	Diffuse Noxious Inhibitory Control(DNIC)	https://uts.nlm.nih.gov/uts/umls/concept/C3178784|http://purl.bioontology.org/ontology/MESH/D059328
1.2.11	Mesotherapy	UMLS:C2242515	MESH:D057748	N/A	http://purl.bioontology.org/ontology/MESH/D057748|https://uts.nlm.nih.gov/uts/umls/concept/C2242515
1.2.12	Moxibustion	UMLS:C0026652	MESH:D009071	N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0026652|http://purl.bioontology.org/ontology/MESH/D009071|http://purl.bioontology.org/ontology/PDQ/CDR0000765492
1.2.12.1	Acu_Moxibustion				
1.2.12.1.1	Needle_Moxibustion				
1.2.12.1.1.1	Warm_Needle_Moxibustion				
1.2.12.2	Mild_Moxibustion			N/A	
1.2.12.2.1	Cake_Separated_Moxibustion			N/A	
1.2.12.2.1.1	Aconite_Cake_Separated_Moxibustion			N/A	
1.2.12.2.1.2	Angelica_Cake_Moxibustion			N/A	
1.2.12.2.1.3	Cake_Separated_Mild_Warm_Moxibustion			N/A	
1.2.12.2.1.3.1	Monkshood_Cake_Separated_Mild_Warm_Moxibustion			N/A	
1.2.12.3	Bird_Pecking_Moxibustion			Pecking Moxibustion|Sparrow-Pecking Moxibustion	
1.2.12.4	Cone_Moxibustion			Moxa-Cone Moxibustion	
1.2.12.4.1	Direct_Cone_Moxibustion			N/A	
1.2.12.5	Indirect_Moxibustion			N/A	
1.2.12.5.1	Suspended_Moxibustion			N/A	
1.2.12.5.1.1	Circling_Moxibustion			N/A	
1.2.12.5.1.2	Hand_Moxibustion			N/A	
1.2.12.5.1.3	Hanging_Moxibustion			N/A	
1.2.12.5.1.4	Dynamic_Moxibustion			Moving Moxibustion	
1.2.12.5.1.5	Heat_Sensitive_Moxibustion			N/A	
1.2.12.5.1.6	Electric_Heating_Moxibustion			N/A	
1.2.12.5.1.7	Electronic_Moxibustion			N/A	
1.2.12.5.1.8	Electrothermal_Bian_Stone_Moxibustion			N/A	
1.2.12.5.1.9	Laser_Moxibustion			N/A	
1.2.12.5.1.9.1	Infrared_Laser_Moxibustion			N/A	
1.2.12.5.1.10	Warming_Cup_Moxibustion			N/A	
1.2.12.5.1.11	Warming_Moxibustion			N/A	
1.2.12.5.2	Substance_Partitioned_Moxibustion			N/A	
1.2.12.5.2.1	Crude_Herb_Moxibustion			N/A	
1.2.12.5.2.2	Dogbi_			N/A	
1.2.12.5.2.3	Drug_Separated_Moxibustion			N/A	
1.2.12.5.2.4	Du_Moxibustion			N/A	
1.2.12.5.2.5	Garlic_Moxibustion			N/A	
1.2.12.5.2.6	Ginger_Indirect_Moxibustion			N/A	
1.2.12.5.2.7	Ginger_Partitioned_Moxibustion			Ginger-Separated Moxibustion	
1.2.12.5.2.8	Ginger_Salt_Partitioned_Moxibustion			N/A	
1.2.12.5.2.9	Herb_Cake_Seperated_Moxibustion			N/A	
1.2.12.5.2.10	Herb_Partitioned_Spread_Moxibustion			N/A	
1.2.12.5.2.11	Herbal_Moxa_Moxibustion			Isolated-Herbal Moxibustion	
1.2.12.5.2.12	Grain_Shaped_Moxibustion			N/A	
1.2.12.5.2.13	Cotton_Sheet_Moxibustion			N/A	
1.2.12.5.2.14	Thin_Cotton_Moxibustion			N/A	
1.2.12.5.2.15	Thunder_Fire_Moxibustion			N/A	
1.2.12.5.2.16	Tortoise_Shell_Moxibustion			N/A	
1.2.12.5.2.17	Partition_Bran_Moxibustion			N/A	
1.2.12.5.2.18	Partition_Herb_Moxibustion			N/A	
1.2.12.5.2.19	Isolated_Moxibustion			N/A	
1.2.12.5.3	Mild_Warm_Moxibustion			N/A	
1.2.12.5.4	Moxa_Stick_Moxibustion			N/A	
1.2.12.5.5	Governor_Moxibustion			N/A	
1.2.12.5.6	Fu_Yang_Moxibustion			N/A	
1.2.12.6	Snake_Moxibustion			Panlong Moxibustion	
1.2.12.6.1	Long_Snake_Moxibustion			N/A	
1.2.12.7	Medicated_Thread_Moxibustion			N/A	
1.2.12.7.1	Medicated_Threads_Moxibustion_of_Zhuang_Nationality			N/A	
1.2.12.8	Zhuang_Medicated_Thread_Moxibustion			N/A	
1.2.12.9	Rice_Sized_Direct_Moxa			N/A	
1.2.12.10	Solar_Term_Moxibustion			N/A	
1.2.13	Organotherapy	UMLS:C0029257	MESH:D009945	Organotherapies	http://purl.bioontology.org/ontology/MESH/D009945|https://uts.nlm.nih.gov/uts/umls/concept/C0029257
1.2.13.1	Historical_Tissue_Therapy	UMLS:C3658370	MESH:D014023	Biogenic Stimulator|Historical Cell Therapy|Biogenic Stimulators	http://purl.bioontology.org/ontology/MESH/D014023|https://uts.nlm.nih.gov/uts/umls/concept/C3658370
1.2.14	Prolotherapy	UMLS:C0500223	MESH:D000075527	Prolotherapies|Proliferation Therapies|Proliferation Therapy	https://uts.nlm.nih.gov/uts/umls/concept/C0500223|http://purl.bioontology.org/ontology/MESH/D000075527
1.2.15	Bodywork_Therapy	UMLS:C0695540		Bodyworks	https://uts.nlm.nih.gov/uts/umls/concept/C0695540
1.2.15.1	Reflexology				
1.2.15.1.1	Acu_Reflexology				
1.2.15.1.2	Lymphatic_Reflexology				
1.2.15.1.3	Foot_Reflexology				
1.2.15.1.4	Hand_Reflexology				
1.2.15.1.5	Ear_Reflexology				
1.2.15.2	Cupping_Therapy	UMLS:C5197695	MESH:D000079742	Cupping|Traditional Cupping|Cupping Treatments|Cupping Therapies|Cupping Treatment|Cupping Massage|Medicinal Cupping	https://nccih.nih.gov/news/cupping|https://uts.nlm.nih.gov/uts/umls/concept/C5197695|http://purl.bioontology.org/ontology/MESH/D000079742|https://www.nccih.nih.gov/health/cupping
1.2.15.2.1	Wet_Cupping			Wet-Cupping	
1.2.15.2.1.1	Blood_Letting_Cupping			Bleeding Cupping	
1.2.15.2.2	Retained_Cupping			N/A	
1.2.15.2.3	Multiple_Cupping			N/A	
1.2.15.2.4	Dry_Cupping			N/A	
1.2.15.2.5	Needle_Cupping			N/A	
1.2.15.2.6	Water_Cupping			Shuiguanfa|Liquid Cupping	
1.2.15.2.7	Flash_Cupping			Momentary Cupping	
1.2.15.2.8	Fire_Cupping			Fire-Cupping	
1.2.15.2.9	Moving_Cupping			N/A	
1.2.15.2.10	Pulsating_Cupping			N/A	
1.2.15.3	Dry_Needling	UMLS:C0394648	MESH:D000079245	N/A	http://purl.bioontology.org/ontology/MESH/D000079245|http://purl.bioontology.org/ontology/RCD/X00KT|https://uts.nlm.nih.gov/uts/umls/concept/C0394648
1.2.15.4	Bowen_Therapy	UMLS:C0695553		Bowen Technique|Bowen Manipulative Therapy|Technique Bowen	https://uts.nlm.nih.gov/uts/umls/concept/C0695553
1.2.15.5	Manual_Therapy	UMLS:C0454525		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0454525
1.2.15.5.1	Musculoskeletal_Manipulation	UMLS:C0949741	MESH:D026201	muscuoloskeletal manipulations|Manipulative Therapy|Manipulative Therapies|manipulative and body-based interventions|Manipulation Therapy|manual healing medicine|Manipulation Therapies	http://purl.bioontology.org/ontology/PDQ/CDR0000372893|http://purl.bioontology.org/ontology/MESH/D026201|https://uts.nlm.nih.gov/uts/umls/concept/C0949741
1.2.15.5.1.1	Chiropractic_Therapy	UMLS:C0344217		Chiropraxy|Chiro Therapy|Chirotherapy|Chiropractic Medicine|Chiropractic	"https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C15204""|http://ncit.nci.nih.gov/ncitbrowser/Conc|https://www.nccih.nih.gov/health/chiropractic-in-depth|http://purl.bioontology.org/ontology/RCD/82D1.|https://uts.nlm.nih.gov/uts/umls/concept/C0344217|http://purl.bioontology.org/ontology/PDQ/CDR0000574277"
1.2.15.5.1.1.1	Chiropractic_Manipulation	UMLS:C0600577	MESH:D026882	Chiropractic Spinal Adjustment|Chiropractic Adjustment|Manipulation, Chiropractic|Adjustment, Chiropractic Spinal|Spinal Adjustment, Chiropractic|Spinal Adjustments, Chiropractic|Adjustments, Chiropractic Spinal|Chiropractic Spinal Adjustments|Adjustment, Chiropractic	https://uts.nlm.nih.gov/uts/umls/concept/C0600577|http://purl.bioontology.org/ontology/MESH/D026882
1.2.15.5.1.2	Applied_Kinesiology	UMLS:C0282567	MESH:D018953	AK	http://purl.bioontology.org/ontology/MESH/D018953|https://uts.nlm.nih.gov/uts/umls/concept/C0282567
1.2.15.5.1.2.1	Kinesiology_Muscle_Test			N/A	
1.2.15.5.1.3	Orthopedic_Manipulation	UMLS:C0024725	MESH:D008349	N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0024725|http://purl.bioontology.org/ontology/MESH/D008349
1.2.15.5.1.4	Osteopathic_Manipulation	UMLS:C0949744	MESH:D026301	Osteopathic Manipulative Treatments|Osteopathic Manipulative Treatment	"http://purl.bioontology.org/ontology/RCD/82D3.""|http://purl.bioontology.org/ontology/MESH/D026301|https://uts.nlm.nih.gov/uts/umls/concept/C0949744"
1.2.15.5.1.5	Spinal_Manipulation	UMLS:C0086586	MESH:D020393	Cervical Manipulation|Spinal Manipulative Therapy|Lumbar Manipulation|SMT|Manipulation of spine	https://uts.nlm.nih.gov/uts/umls/concept/C0086586|http://purl.bioontology.org/ontology/MESH/D020393|https://www.nccih.nih.gov/health/spinal-manipulation-what-you-need-to-know
1.2.15.5.2	Mobilization	UMLS:C0185112		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0185112
1.2.15.5.3	Soft_Tissue_Therapy	UMLS:C3658309	MESH:D064746	N/A	https://uts.nlm.nih.gov/uts/umls/concept/C3658309|http://purl.bioontology.org/ontology/MESH/D064746
1.2.15.5.3.1	Acupressure_Therapy	UMLS:C0282614	MESH:D019050	acupressure	https://uts.nlm.nih.gov/uts/umls/concept/C0282614|http://purl.bioontology.org/ontology/RCD/X00Kt|http://purl.bioontology.org/ontology/MESH/D019050|http://purl.bioontology.org/ontology/PDQ/CDR0000372888
1.2.15.5.3.2	Emmett_Technique			N/A	http://purl.bioontology.org/ontology/RCTV2/8BF6.00
1.2.15.5.3.3	Myotherapy	UMLS:C0695601		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695601
1.2.15.5.3.4	Soft_Tissue_Mobilization	UMLS:C0686940		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0686940
1.2.15.5.3.5	Naprapathy	UMLS:C1735870		Oakley Smith Naprapathic Method	https://uts.nlm.nih.gov/uts/umls/concept/C1735870
1.2.15.5.3.6	Massage_Therapy	UMLS:C3536731	MESH:D008405	Massage Therapies|therapeutic massage|Massage|Zone Therapies|Zone Therapy	https://www.nccih.nih.gov/health/massage-therapy-what-you-need-to-know|http://purl.bioontology.org/ontology/PDQ/CDR0000372895|https://uts.nlm.nih.gov/uts/umls/concept/C3536731|http://purl.bioontology.org/ontology/MESH/D008405
1.2.15.5.3.6.1	Therapeutic_Massage	UMLS:C2584291		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C2584291
1.2.15.5.3.6.1.1	Manual_Lymphatic_Drainage	UMLS:C0556834	MESH:D000073297	Manual Lymph Drainage|Lymphatic Drainage Massage	https://uts.nlm.nih.gov/uts/umls/concept/C0556834|http://purl.bioontology.org/ontology/MESH/D000073297
1.2.15.5.3.6.1.2	Myofascial_Release_Therapy	UMLS:C0695600	MESH:D000089803	Myofascial Release Treatments|MFR Therapy|Myofascial Treatment|Myofascial Release|Myofascial Release Treatment|Myofascial Release Therapies|Myofascial Treatments	http://purl.bioontology.org/ontology/MESH/D000089803|https://uts.nlm.nih.gov/uts/umls/concept/C0695600
1.2.15.5.3.6.1.3	Deep_Tissue_Massage	UMLS:C2080787		Deep tissue bodywork	https://uts.nlm.nih.gov/uts/umls/concept/C2080787
1.2.15.5.3.6.1.3.1	Deep_Transverse_Friction_Massage	UMLS:C0556841		Deep Transverse Frictions	https://uts.nlm.nih.gov/uts/umls/concept/C0556841
1.2.15.5.3.6.1.4	Connective_Tissue_Massage	UMLS:C0556845		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0556845
1.2.15.5.3.6.1.5	Neuromuscular_Massage			Neuromuscular Therapy	
1.2.15.5.3.6.1.6	Trigger_Point_Massage			N/A	
1.2.15.5.3.6.1.7	Rhythmical_Massage			N/A	
1.2.15.5.3.6.1.8	Perineal_Massage			N/A	
1.2.15.5.3.6.1.9	Prostate_Massage	UMLS:C5780154		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C5780154
1.2.15.5.3.6.1.10	Infant_Massage	UMLS:C0695595		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695595
1.2.15.5.3.6.1.11	Sport_Massage	UMLS:C0695615		sports massage	https://uts.nlm.nih.gov/uts/umls/concept/C0695615
1.2.15.5.3.6.1.12	Roll_Stretch_Massage			N/A	
1.2.15.5.3.6.1.13	Aston_Massage			N/A	
1.2.15.5.3.6.1.14	Ice_Massage	UMLS:C0695940		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695940
1.2.15.5.3.6.1.15	Skin_Rehabilitation_Massage_Therapy			N/A	
1.2.15.5.3.6.1.16	Integrative_Massage			N/A	
1.2.15.5.3.6.2	Oriental_Massage	UMLS:C0884467		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0884467
1.2.15.5.3.6.2.1	Chinese_Massage			N/A	
1.2.15.5.3.6.2.1.1	Tui_Na	UMLS:C0695530		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695530
1.2.15.5.3.6.2.1.2	Acupoint_Massage	UMLS:C5577716		Acupuncture Massage	https://uts.nlm.nih.gov/uts/umls/concept/C5577716
1.2.15.5.3.6.2.1.3	Qigong_Massage			N/A	
1.2.15.5.3.6.2.2	Anma			N/A	
1.2.15.5.3.6.2.3	Tibetan_Massage			N/A	
1.2.15.5.3.6.2.4	Thai_Massage	UMLS:C0695563		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695563
1.2.15.5.3.6.2.5	Shiatsu_Therapy	UMLS:C0973228		Shiatsu Massage|Shiatsu Ryoho|Shiatzu|Movement Shiatsu|Shiatsu|Shi-astsu|Chih Ya|Zhi Ya	https://uts.nlm.nih.gov/uts/umls/concept/C0973228
1.2.15.5.3.6.2.5.1	Namikoshi_Shiatsu			N/A	
1.2.15.5.3.6.2.5.2	Tao_Shiatsu			N/A	
1.2.15.5.3.6.2.5.3	Meridian_Shiatsu			N/A	
1.2.15.5.3.6.2.5.4	Quantum_Shiatsu			N/A	
1.2.15.5.3.6.2.5.5	Japanese_Shiatsu			N/A	
1.2.15.5.3.6.2.5.6	Ohashiatsu			N/A	
1.2.15.5.3.6.2.5.7	Zen_Shiatsu			N/A	
1.2.15.5.3.6.2.5.8	Tsubo_Shiatsu			N/A	
1.2.15.5.3.6.3	Indian_Head_Massage	UMLS:C2586182		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C2586182
1.2.15.5.3.6.4	Foot_Massage			N/A	
1.2.15.5.3.6.4.1	Foot_Reflexion_Massage			N/A	
1.2.15.5.3.6.5	Hand_Massage	UMLS:C5968212		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C5968212
1.2.15.5.3.6.6	Abdominal_Massage	UMLS:C2316341		Massage of abdomen	https://uts.nlm.nih.gov/uts/umls/concept/C2316341
1.2.15.5.3.6.6.1	Abdominal_Meridian_Massage			N/A	
1.2.15.5.3.6.7	Aromatherapy_Massage	UMLS:C2585844		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C2585844
1.2.15.5.3.6.8	Hot_Stone_Massage	UMLS:C2919709		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C2919709
1.2.15.5.3.6.9	Chair_Massage	UMLS:C1160824		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C1160824
1.2.15.5.3.6.10	Marma_Massage_Therapy			N/A	
1.2.15.5.3.6.11	Lomilomi_Massage			N/A	
1.2.15.5.3.6.12	Esalen_Massage			N/A	
1.2.15.5.3.6.13	Oil_Massage			N/A	
1.2.15.5.3.6.13.1	Silicone_Oil_Massage	UMLS:C0556847		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0556847
1.2.15.5.3.6.14	Swedish_Massage	UMLS:C2945661		classical massage	https://uts.nlm.nih.gov/uts/umls/concept/C2945661
1.2.15.5.3.6.14.1	Effleurage_Massage			N/A	
1.2.15.5.3.6.15	Soft_Tissue_Massage	UMLS:C0556852		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0556852
1.2.15.5.3.7	Rolfing_Theray	UMLS:C0949353		Rolfing Method|Rolfing|Rolfing Structural Integration	https://uts.nlm.nih.gov/uts/umls/concept/C0949353
1.2.15.5.3.8	Hellerwork	UMLS:C0695552		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0695552
1.2.15.5.3.9	Trager_Therapy			Trager Psychophysical Integration	
1.2.15.5.3.10	Trigger_Point_Therapy			N/A	
1.2.15.5.3.10.1	Trigger_Point_Massage				
1.2.15.5.4	Craniosacral_Therapy	UMLS:C1321058		Craniosacral Treatment|Craniosacral Approach|Upledger Therapy|Cranial Therapy	https://uts.nlm.nih.gov/uts/umls/concept/C1321058
1.2.15.5.5	Neurocranial_Restructuring			N/A	
1.2.16	Spa_Therapy			N/A	
1.2.16.1	Balneotherapy	UMLS:C0085867		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0085867
1.2.16.2	Hydrotherapy	UMLS:C0020311		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0020311
1.2.16.2.1	Aquatic_Therapy	UMLS:C5544506		Motion-Based Hydrotherapy|Aquatic Exercise|Pool Therapy|Aquatic Physical Therapy	https://uts.nlm.nih.gov/uts/umls/concept/C5544506
1.2.16.2.1.1	Aqua_Lymphatic_Therapy			N/A	
1.2.16.2.2	Application_of_Ice_Pack	UMLS:C0851189		application of Ice packs	https://uts.nlm.nih.gov/uts/umls/concept/C0851189
1.2.16.2.3	Thermal_Bath			Thermal baths	
1.2.16.2.4	Soak_in_Hot_Spring			soaks in hot springs	
1.2.17	Thermal_Therapy	UMLS:C0454527		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0454527
1.2.17.1	Cold_Therapy	UMLS:C0010412		Cold Therapies	https://uts.nlm.nih.gov/uts/umls/concept/C0010412
1.2.17.2	Heat_Therapy			Heat Therapies	
1.2.17.2.1	Hot_Compress_Therapy	UMLS:C1112508		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C1112508
1.2.17.2.2	Sauna_Therapy			Sauna	
1.2.18	Colon_Irrigation	UMLS:C0400138		Irrigation of colon|Colon cleansing	https://uts.nlm.nih.gov/uts/umls/concept/C0400138
1.2.19	Ear_Candle_Therapy			Ear Candling|Ear Candle Treatment|Ear Candle|Ear Coning|Chandelles Auriculaires|Auricular Candles|Thermal-Auricular Therapy	
1.2.20	Shirodhara_Therapy	UMLS:C0884710		Shirodhara|Ayurvedic Shirodhara	https://uts.nlm.nih.gov/uts/umls/concept/C0884710
1.2.20.1	Jaladhara_Therapy			Jaladhara	
1.2.20.2	Thyladhara_Therapy			Thyladhara	
1.2.20.3	Ksheeradhara_Therapy			Ksheeradhara	
1.2.20.4	Thakradhara_Therapy			Thakradhara	
1.2.21	Ultrasonic_Therapy	UMLS:C0041620		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C0041620
1.2.22	Vibration_Therapy			Vibrotherapy|Vibration Medicine|Vibrational Therapy|Vibrational Medicine	
1.2.22.1	Local_Vibration_Therapy	UMLS:C5237316		N/A	https://uts.nlm.nih.gov/uts/umls/concept/C5237316
1.2.22.1.1	Focal_Muscle_Vibration			N/A	
1.2.22.2	Direct_Vibration			N/A	
1.2.22.3	Low_Frequency_Sound_Stimulation			N/A	
1.2.22.4	Vibroacoustic_Therapy			Physioacoustic Vibration	
1.2.22.5	Rhythmic_Sensory_Stimulation			N/A	
1.2.22.6	Sound_Vibrational_Therapy			Sound Wave Vibrational Therapy	
1.2.22.7	Vibration_Foam_Rolling			N/A	
1.2.22.8	Vibration_Healing			N/A	
1.2.22.9	Vibration_Training			N/A	
1.2.22.10	Whole_Body_Vibration_Therapy			Whole-body vibration therapy	
1.2.22.10.1	Whole_Body_Vibration_Exercise			N/A	
1.3	Psychological_Intervention			N/A	
1.3.1	Mind				
1.3.1.1	Breathing_Exercise				
1.3.1.1.1	Buteyko_Breathing_Technique				
1.3.1.1.2	Deep_Breathing				
1.3.1.2	Relaxation_Technique				
1.3.1.2.1	Art_Therapy				
1.3.1.2.1.1	Visual_Art_Therapy				
1.3.1.2.1.1.1	Pottery				
1.3.1.2.1.1.2	Chinese_Calligraphy_Therapy				
1.3.1.2.1.1.3	Clay_Art_Therapy				
1.3.1.2.1.1.4	Mandala_Therapy				
1.3.1.2.1.2	Creative_Art_Therapy				
1.3.1.2.1.2.1	Creative_Expression				
1.3.1.2.1.2.2	Artistic_Therapy_Painting				
1.3.1.2.1.3	Phenomenological_Art_Therapy				
1.3.1.2.1.4	Mindfulness_Based_Art_Therapy				
1.3.1.2.1.5	Psychodynamic_Group_Art_Therapy				
1.3.1.2.1.6	Anthroposophic_Art_Therapy				
1.3.1.2.2	Humor_Therapy				
1.3.1.2.2.1	Laughter_Therapy				
1.3.1.2.2.1.1	Laughter_Yoga				
1.3.1.2.3	Music_Therapy				
1.3.1.2.3.1	Musical_Game				
1.3.1.2.3.2	Orff_Based_Music_Therapy				
1.3.1.2.3.3	Lyric_Analysis				
1.3.1.2.3.4	Medical_Resonance_Therapy_Music				
1.3.1.2.3.5	Musical_Motor_Feedback				
1.3.1.2.3.6	Evocative_Music				
1.3.1.2.3.7	Raga_Therapy				
1.3.1.2.3.8	Dinner_Music_Intervention				
1.3.1.2.3.9	Active_Music_Therapy				
1.3.1.2.3.9.1	Interactive_Music_Therapy				
1.3.1.2.3.10	Music_Based_Imagery				
1.3.1.2.3.11	Individualized_Music_Focused_Auditory_Therapy				
1.3.1.2.3.12	Lullaby_Therapy				
1.3.1.2.3.13	Music_Reinforced_Therapy				
1.3.1.2.3.14	Instructional_Music_Therapy				
1.3.1.2.3.15	Improvisational_Music_Therapy				
1.3.1.2.3.16	Group_Chanting_and_Singing				
1.3.1.2.3.17	Music_Listening_Intervention				
1.3.1.2.3.18	Musicokinetic_Therapy				
1.3.1.2.3.19	Calming_Music_Therapy				
1.3.1.2.3.20	Live_Music_Therapy				
1.3.1.2.3.21	Group_Drumming				
1.3.1.2.3.22	Contingent_Music				
1.3.1.2.3.23	Music_Video_Therapy				
1.3.1.2.3.24	Music_Exposure_Therapy				
1.3.1.2.3.25	Music_Assisted_Reframing				
1.3.1.2.3.26	Karaoke_Therapy				
1.3.1.2.4	Reflexology				
1.3.1.2.4.1	Acu_Reflexology				
1.3.1.2.4.2	Lymphatic_Reflexology				
1.3.1.2.4.3	Foot_Reflexology				
1.3.1.2.4.4	Hand_Reflexology				
1.3.1.2.4.5	Ear_Reflexology				
1.3.1.2.5	Progressive_Muscle_Relaxation				
1.3.1.2.5.1	Abbreviated_Muscle_Relaxation_Therapy				
1.3.1.2.5.2	Music_Assisted_Progressive_Muscle_Relaxation				
1.3.1.2.6	Applied_Relaxation				
1.3.1.2.7	Relaxation_Training				
1.3.1.3	Biofeedback				
1.3.1.3.1	Sensory_Feedback				
1.3.1.3.2	Neurofeedback				
1.3.1.3.3	Heart_Rate_Variability_Biofeedback				
1.3.1.3.3.1	Heart_Coherence				
1.3.1.3.4	Electromyography_Biofeedback				
1.3.1.3.5	Electroencephalogram_Biofeedback				
1.3.1.3.6	Assisted_Biofeedback				
1.3.1.4	Exercise_Therapy				
1.3.1.4.1	Meditative_Movement				
1.3.1.4.1.1	Pilates_Based_Exercise				
1.3.1.4.1.2	Tai_Chi				
1.3.1.4.1.3	Yoga_Therapy				
1.3.1.4.1.3.1	Laughter_Yoga				
1.3.1.4.1.3.2	Kundalini_Yoga				
1.3.1.4.1.3.3	Raja_Yoga				
1.3.1.4.1.3.4	Circular_Yoga				
1.3.1.4.1.3.5	Face_Yoga				
1.3.1.4.1.3.6	Pranayama_Yoga				
1.3.1.4.1.3.7	Sudarshana_Kriya_Yoga				
1.3.1.4.1.3.8	Kripalu_Yoga				
1.3.1.4.1.3.9	Hot_Yoga				
1.3.1.4.1.3.9.1	Bikram_Yoga				
1.3.1.4.1.3.10	Ashtanga_Yoga				
1.3.1.4.1.3.11	Tibetan_Yoga				
1.3.1.4.1.3.12	Chair_Yoga				
1.3.1.4.1.3.13	Sivananda_Yoga				
1.3.1.4.1.3.14	Bhakti_Yoga				
1.3.1.4.1.3.15	Tantra_Yoga				
1.3.1.4.1.3.16	Vinyasa_Yoga				
1.3.1.4.1.3.17	Creative_Yoga				
1.3.1.4.1.3.18	Relaxing_Yoga				
1.3.1.4.1.3.19	Power_Yoga				
1.3.1.4.1.3.20	Iyengar_Yoga				
1.3.1.4.1.3.21	Karma_Yoga				
1.3.1.4.1.3.22	Jinana_Yoga				
1.3.1.4.1.3.23	Sahaj_Yoga				
1.3.1.4.1.3.24	Hatha_Yoga				
1.3.1.4.1.3.25	Yoga_Nidra				
1.3.1.4.1.4	Qigong_Therapy				
1.3.1.4.1.4.1	Hua_Gong				
1.3.1.4.1.4.2	Medical_Qigong				
1.3.1.4.1.4.2.1	External_Qi_Gong_Therapy				
1.3.1.4.1.4.2.2	Dongeui_Qigong				
1.3.1.4.1.4.2.3	Guolin_Qigong				
1.3.1.4.1.4.2.4	Qigong_Healer				
1.3.1.4.1.4.3	Chan_Mi_Gong				
1.3.1.4.1.4.4	Yi_Jia_Gong				
1.3.1.4.1.4.5	Biyun_Qi_Gong				
